LOWER,IA-03,0,0
LOWER,IA-02,0,0
LOWER,IA-01,0,0
LOWER,IN-01,0,0
LOWER,IN-02,0,0
LOWER,IN-03,0,0
LOWER,IN-04,0,0
LOWER,IN-05,0,0
LOWER,IN-06,0,0
LOWER,IN-07,0,0
LOWER,IN-08,0,0
LOWER,IN-09,0,0
LOWER,LA-01,0,0
LOWER,LA-02,0,0
LOWER,LA-03,0,0
LOWER,LA-04,0,0
LOWER,LA-05,0,0
LOWER,LA-06,0,0
LOWER,AR-01,0,0
LOWER,AR-02,0,0
LOWER,AR-03,0,0
LOWER,AR-04,0,0
LOWER,OK-01,0,0
LOWER,OK-02,0,0
LOWER,OK-03,0,0
LOWER,OK-04,0,0
LOWER,OK-05,0,0
LOWER,OR-01,0,0
LOWER,OR-02,0,0
LOWER,OR-03,0,0
LOWER,OR-04,0,0
LOWER,OR-05,0,0
LOWER,SC-01,0,0
LOWER,SC-02,0,0
LOWER,SC-03,0,0
LOWER,SC-04,0,0
LOWER,SC-05,0,0
LOWER,SC-06,0,0
LOWER,SC-07,0,0
LOWER,NC-01,0,0
LOWER,NC-10,0,0
LOWER,NC-11,0,0
LOWER,NC-12,0,0
LOWER,NC-13,0,0
LOWER,NC-02,0,0
LOWER,NC-03,0,0
LOWER,NC-04,0,0
LOWER,NC-05,0,0
LOWER,NC-06,0,0
LOWER,NC-07,0,0
LOWER,NC-08,0,0
LOWER,NC-09,0,0
LOWER,MO-01,0,0
LOWER,MO-02,0,0
LOWER,MO-03,0,0
LOWER,MO-04,0,0
LOWER,MO-05,0,0
LOWER,MO-06,0,0
LOWER,MO-07,0,0
LOWER,MO-08,0,0
LOWER,CA-47,0,0
LOWER,CA-26,0,0
LOWER,CA-48,0,0
LOWER,CA-49,0,0
LOWER,CA-42,0,0
LOWER,CA-24,0,0
LOWER,CA-36,0,0
LOWER,CA-51,0,0
LOWER,CA-50,0,0
LOWER,CA-52,0,0
LOWER,CA-53,0,0
LOWER,CA-45,0,0
LOWER,CA-08,0,0
LOWER,CA-35,0,0
LOWER,CA-31,0,0
LOWER,CA-41,0,0
LOWER,CA-02,0,0
LOWER,CA-01,0,0
LOWER,CA-10,0,0
LOWER,CA-20,0,0
LOWER,CA-09,0,0
LOWER,CA-03,0,0
LOWER,CA-04,0,0
LOWER,CA-13,0,0
LOWER,CA-19,0,0
LOWER,CA-15,0,0
LOWER,CA-11,0,0
LOWER,CA-14,0,0
LOWER,CA-12,0,0
LOWER,CA-18,0,0
LOWER,CA-17,0,0
LOWER,CA-05,0,0
LOWER,CA-22,0,0
LOWER,CA-23,0,0
LOWER,CA-21,0,0
LOWER,CA-16,0,0
LOWER,CA-30,0,0
LOWER,CA-33,0,0
LOWER,CA-29,0,0
LOWER,CA-25,0,0
LOWER,IA-04,0,0
LOWER,CA-32,0,0
LOWER,CA-27,0,0
LOWER,CA-39,0,0
LOWER,CA-46,0,0
LOWER,CA-34,0,0
LOWER,CA-28,0,0
LOWER,CA-44,0,0
LOWER,CA-40,0,0
LOWER,CA-43,0,0
LOWER,CA-37,0,0
LOWER,CA-38,0,0
LOWER,CA-07,0,0
LOWER,CA-06,0,0
LOWER,GA-01,0,0
LOWER,GA-02,0,0
LOWER,GA-03,0,0
LOWER,GA-04,0,0
LOWER,GA-05,0,0
LOWER,GA-06,0,0
LOWER,GA-07,0,0
LOWER,GA-08,0,0
LOWER,GA-09,0,0
