Franklin,ID-Franklin,0,0
Fremont,ID-Fremont,0,0
Gem,ID-Gem,0,0
Gooding,ID-Gooding,0,0
Idaho,ID-Idaho,0,0
Jefferson,ID-Jefferson,0,0
Jerome,ID-Jerome,0,0
Kootenai,ID-Kootenai,0,0
Latah,ID-Latah,0,0
Lemhi,ID-Lemhi,0,0
Lewis,ID-Lewis,0,0
Lincoln,ID-Lincoln,0,0
Madison,ID-Madison,0,0
Minidoka,ID-Minidoka,0,0
Nez Perce,ID-Nez Perce,0,0
Oneida,ID-Oneida,0,0
Owyhee,ID-Owyhee,0,0
Payette,ID-Payette,0,0
Power,ID-Power,0,0
Shoshone,ID-Shoshone,0,0
Teton,ID-Teton,0,0
Twin Falls,ID-Twin Falls,0,0
Valley,ID-Valley,0,0
Washington,ID-Washington,0,0
Adams,IL-Adams,0,0
Alexander,IL-Alexander,0,0
Bond,IL-Bond,0,0
Boone,IL-Boone,0,0
Brown,IL-Brown,0,0
Bureau,IL-Bureau,0,0
Calhoun,IL-Calhoun,0,0
Carroll,IL-Carroll,0,0
Cass,IL-Cass,0,0
Champaign,IL-Champaign,0,0
Christian,IL-Christian,0,0
Clark,IL-Clark,0,0
Clay,IL-Clay,0,0
Clinton,IL-Clinton,0,0
Coles,IL-Coles,0,0
Cook,IL-Cook,0,0
Crawford,IL-Crawford,0,0
Cumberland,IL-Cumberland,0,0
DeKalb,IL-DeKalb,0,0
De Witt,IL-De Witt,0,0
DuPage,IL-DuPage,0,0
Edgar,IL-Edgar,0,0
Edwards,IL-Edwards,0,0
Effingham,IL-Effingham,0,0
Fayette,IL-Fayette,0,0
Ford,IL-Ford,0,0
Franklin,IL-Franklin,0,0
Fulton,IL-Fulton,0,0
Gallatin,IL-Gallatin,0,0
Greene,IL-Greene,0,0
Adams,IA-Adams,0,0
Grundy,IL-Grundy,0,0
Hamilton,IL-Hamilton,0,0
Hancock,IL-Hancock,0,0
Hardin,IL-Hardin,0,0
Henderson,IL-Henderson,0,0
Henry,IL-Henry,0,0
Iroquois,IL-Iroquois,0,0
Jackson,IL-Jackson,0,0
Jasper,IL-Jasper,0,0
Lee,IL-Lee,0,0
Jefferson,IL-Jefferson,0,0
Jersey,IL-Jersey,0,0
Jo Daviess,IL-Jo Daviess,0,0
Johnson,IL-Johnson,0,0
Kane,IL-Kane,0,0
Kankakee,IL-Kankakee,0,0
Kendall,IL-Kendall,0,0
Knox,IL-Knox,0,0
Lake,IL-Lake,0,0
LaSalle,IL-LaSalle,0,0
Livingston,IL-Livingston,0,0
Logan,IL-Logan,0,0
McDonough,IL-McDonough,0,0
McHenry,IL-McHenry,0,0
McLean,IL-McLean,0,0
Macon,IL-Macon,0,0
Macoupin,IL-Macoupin,0,0
Madison,IL-Madison,0,0
Marion,IL-Marion,0,0
Marshall,IL-Marshall,0,0
Mason,IL-Mason,0,0
Massac,IL-Massac,0,0
Menard,IL-Menard,0,0
Mercer,IL-Mercer,0,0
Monroe,IL-Monroe,0,0
Montgomery,IL-Montgomery,0,0
Morgan,IL-Morgan,0,0
Moultrie,IL-Moultrie,0,0
Ogle,IL-Ogle,0,0
Lyon,MN-Lyon,0,0
Peoria,IL-Peoria,0,0
Perry,IL-Perry,0,0
Piatt,IL-Piatt,0,0
Pike,IL-Pike,0,0
Pope,IL-Pope,0,0
Pulaski,IL-Pulaski,0,0
Putnam,IL-Putnam,0,0
Randolph,IL-Randolph,0,0
Richland,IL-Richland,0,0
Rock Island,IL-Rock Island,0,0
St. Clair,IL-St. Clair,0,0
Saline,IL-Saline,0,0
Sangamon,IL-Sangamon,0,0
Schuyler,IL-Schuyler,0,0
Scott,IL-Scott,0,0
Shelby,IL-Shelby,0,0
Stark,IL-Stark,0,0
Stephenson,IL-Stephenson,0,0
Tazewell,IL-Tazewell,0,0
Mahnomen,MN-Mahnomen,0,0
Union,IL-Union,0,0
Vermilion,IL-Vermilion,0,0
Wabash,IL-Wabash,0,0
Warren,IL-Warren,0,0
Carroll,IN-Carroll,0,0
Washington,IL-Washington,0,0
Wayne,IL-Wayne,0,0
White,IL-White,0,0
Whiteside,IL-Whiteside,0,0
Will,IL-Will,0,0
Williamson,IL-Williamson,0,0
Winnebago,IL-Winnebago,0,0
Woodford,IL-Woodford,0,0
Adams,IN-Adams,0,0
Allen,IN-Allen,0,0
Bartholomew,IN-Bartholomew,0,0
Benton,IN-Benton,0,0
Blackford,IN-Blackford,0,0
Boone,IN-Boone,0,0
Brown,IN-Brown,0,0
Cass,IN-Cass,0,0
Clark,IN-Clark,0,0
Clay,IN-Clay,0,0
Clinton,IN-Clinton,0,0
Crawford,IN-Crawford,0,0
Daviess,IN-Daviess,0,0
Dearborn,IN-Dearborn,0,0
Decatur,IN-Decatur,0,0
DeKalb,IN-DeKalb,0,0
Delaware,IN-Delaware,0,0
Dubois,IN-Dubois,0,0
Elkhart,IN-Elkhart,0,0
Fayette,IN-Fayette,0,0
Floyd,IN-Floyd,0,0
Fountain,IN-Fountain,0,0
Franklin,IN-Franklin,0,0
